,accession,gene
2995,>XM_707339.2,DAC1
2997,>XM_707341.2,NAG3
2999,>XM_707342.2,NAG4
3001,>XM_707343.1,CAALFM_C604650WA
3003,>XM_707376.2,CAALFM_C701130CA
3005,>XM_707377.2,CAALFM_C701150WA
3007,>XM_707378.1,CAALFM_C701170CA
3009,>XM_707379.1,CAALFM_C701180WA
3011,>XM_707380.1,CAALFM_C701190WA
3013,>XM_707381.1,DBP7
3015,>XM_707382.1,CAALFM_C701210CA
3017,>XM_707383.1,GCN3
3019,>XM_707384.1,CAALFM_C701230CA
3021,>XM_707386.1,CAALFM_C701270CA
3023,>XM_707387.1,CAALFM_C701280CA
3025,>XM_707388.1,MED11
3027,>XM_707389.1,PSF1
3029,>XM_707391.1,CAALFM_C701320WA
3031,>XM_707392.2,GCN2
3033,>XM_707393.1,MRE11
3035,>XM_707394.1,CAALFM_C701350CA
3037,>XM_707395.1,CAALFM_C701360CA
3039,>XM_707396.1,CAALFM_C701370WA
3041,>XM_707397.1,CAALFM_C701380WA
3043,>XM_707398.1,CAALFM_C701390WA
3045,>XM_707399.2,CAALFM_C701400CA
3047,>XM_707400.2,CAALFM_C602140WA
3049,>XM_707402.2,CAALFM_C602150CA
3051,>XM_707403.2,CAALFM_C602160WA
3053,>XM_707404.1,SWD3
3055,>XM_707405.1,CAALFM_C602180WA
3057,>XM_707406.2,CAALFM_C602190CA
3059,>XM_707407.2,CAALFM_C602200CA
3061,>XM_707408.2,CAALFM_C602210WA
3063,>XM_707410.1,CAALFM_C602230WA
3065,>XM_707412.1,RPL10A
3067,>XM_707413.2,CAALFM_C602250WA
3069,>XM_707414.2,SEC27
3071,>XM_707415.2,ALG11
3073,>XM_707416.2,CAALFM_C602280WA
3075,>XM_707417.2,CAALFM_C602290CA
3077,>XM_707418.1,CAALFM_C602300CA
3079,>XM_707419.2,CAALFM_C602310WA
3081,>XM_707420.2,IPL1
3083,>XM_707421.2,CAALFM_C602330WA
3085,>XM_707422.1,HRR25
3087,>XM_707424.2,NIP7
3089,>XM_707426.2,CAALFM_C602370CA
3091,>XM_707427.2,CAALFM_C602380WA
3093,>XM_707428.2,CAALFM_C602410WA
3095,>XM_707429.2,CAALFM_C602420WA
3097,>XM_707490.2,ASN1
3099,>XM_707491.2,CAALFM_C209050CA
3101,>XM_707492.2,CAALFM_C209040WA
3103,>XM_707494.2,CDC47
3105,>XM_707495.2,STB3
3107,>XM_707496.2,CAALFM_C209000CA
3109,>XM_707497.2,CAALFM_C208990CA
3111,>XM_707498.2,PGA55
3113,>XM_707500.2,DFG10
3115,>XM_707501.2,CAALFM_C208960CA
3117,>XM_707502.1,CAALFM_C208950WA
3119,>XM_707503.1,VPS28
3121,>XM_707504.1,CAALFM_C208930WA
3123,>XM_707506.1,CAALFM_C208920WA
3125,>XM_707507.1,CAALFM_C208910CA
3127,>XM_707508.2,CAALFM_C208890WA
3129,>XM_707509.1,BUD20
3131,>XM_707510.2,PIR1
3133,>XM_707513.2,CAALFM_C208860WA
3135,>XM_707515.1,CAALFM_C208850CA
3137,>XM_707518.1,SPS20
3139,>XM_707520.1,CAALFM_C400820WA
3141,>XM_707521.2,CAALFM_C400810CA
3143,>XM_707522.2,CAALFM_C400800WA
3145,>XM_707523.2,MLH1
3147,>XM_707524.2,CAALFM_C400780CA
3149,>XM_707525.1,CAALFM_C400770CA
3151,>XM_707527.2,ZCF21
3153,>XM_707528.2,CAALFM_C400750CA
3155,>XM_707529.2,CAALFM_C400740WA
3157,>XM_707530.2,CAALFM_C400730CA
3159,>XM_707531.2,CSP2
3161,>XM_707532.2,CAALFM_C400710WA
3163,>XM_707533.1,CAALFM_C400700CA
3165,>XM_707534.2,CAALFM_C400690CA
3167,>XM_707535.2,CAALFM_C400680WA
3169,>XM_707536.2,TOK1
3171,>XM_707537.1,CAALFM_C400660WA
3173,>XM_707538.2,HIS5
3175,>XM_707540.2,CAALFM_C400640WA
3177,>XM_707541.1,SEC72
3179,>XM_707542.1,SPC2
3181,>XM_707544.2,MUC1
3183,>XM_707545.2,CAALFM_C400590CA
3185,>XM_707546.2,CAALFM_C400580WA
3187,>XM_707547.2,PCT1
3189,>XM_707548.2,CAALFM_C400560CA
3191,>XM_707549.2,NMD5
3193,>XM_707550.2,CAALFM_C400530CA
3195,>XM_707551.1,PAM18
3197,>XM_707552.1,RLP24
3199,>XM_707553.2,ALS2
3201,>XM_707554.2,CRZ2
3203,>XM_707557.2,URA2
3205,>XM_707558.2,SPT10
3207,>XM_707559.2,CAALFM_CR07030CA
3209,>XM_707560.2,CAALFM_CR07020WA
3211,>XM_707561.2,MIS11
3213,>XM_707562.2,POL2
3215,>XM_707563.2,CAALFM_CR06990WA
3217,>XM_707564.1,CAALFM_CR06980WA
3219,>XM_707565.1,CAALFM_CR06970CA
3221,>XM_707566.2,CAALFM_CR06960WA
3223,>XM_707567.2,DSL1
3225,>XM_707631.1,CAALFM_C303930WA
3227,>XM_707632.2,HTA1
3229,>XM_707633.1,HTB1
3231,>XM_707634.2,CSC25
3233,>XM_707635.2,PEP8
3235,>XM_707636.2,SAP9
3237,>XM_707637.1,CAALFM_C303860WA
3239,>XM_707638.1,SOL1
3241,>XM_707639.1,CAALFM_C303840CA
3243,>XM_707641.1,CAALFM_C303830WA
3245,>XM_707642.2,CAALFM_C303820CA
3247,>XM_707644.2,RAD53
3249,>XM_707645.1,PTR22
3251,>XM_707646.2,MEU1
3253,>XM_707647.1,CAALFM_C303770CA
3255,>XM_707648.1,CAALFM_C303780WA
3257,>XM_707649.1,CAALFM_C303760WA
3259,>XM_707650.1,ORC3
3261,>XM_707651.1,CAALFM_C303740WA
3263,>XM_707652.2,PHB1
3265,>XM_707656.2,CCC1
3267,>XM_707658.2,CAALFM_C303690WA
3269,>XM_707659.1,CAALFM_C303680WA
3271,>XM_707660.1,CAALFM_C303670WA
3273,>XM_707661.2,IRS4
3275,>XM_707663.1,HBR3
3277,>XM_707664.2,DAL9
3279,>XM_707665.2,CAALFM_C303620CA
3281,>XM_707666.2,ECM18
3283,>XM_707705.1,CAALFM_C205550WA
3285,>XM_707706.1,CAALFM_C205560WA
3287,>XM_707707.1,CAALFM_C205570CA
3289,>XM_707708.2,CAALFM_C205580WA
3291,>XM_707709.1,CAALFM_C205590CA
3293,>XM_707710.1,RPS8A
3295,>XM_707711.1,CAALFM_C205640WA
3297,>XM_707712.1,VPS35
3299,>XM_707713.2,PNG2
3301,>XM_707715.1,CAALFM_C205670CA
3303,>XM_707716.1,COG4
3305,>XM_707717.1,YTH1
3307,>XM_707718.1,OSM1
3309,>XM_707719.2,CAALFM_C205720CA
3311,>XM_707720.2,GWT1
3313,>XM_707721.2,SPO7
3315,>XM_707722.2,CAALFM_C205750WA
3317,>XM_707723.1,CAALFM_C205760CA
3319,>XM_707725.1,MKK2
3321,>XM_707729.2,CAALFM_C205800CA
3323,>XM_707822.2,CAALFM_C204620WA
3325,>XM_707823.1,RPL17B
3327,>XM_707824.2,ERG20
3329,>XM_707825.2,CAALFM_C204570WA
3331,>XM_707827.2,KTR2
3333,>XM_707828.1,NDH51
3335,>XM_707829.2,GDT1
3337,>XM_707830.2,MED8
3339,>XM_707831.1,CAALFM_C204520CA
3341,>XM_707832.1,RIM2
3343,>XM_707835.2,CAALFM_C204500WA
3345,>XM_707836.2,CAALFM_C204490WA
3347,>XM_707837.2,CAALFM_C204480WA
3349,>XM_707838.1,ADH3
3351,>XM_707839.1,LYS22
3353,>XM_707840.2,CAALFM_C204450WA
3355,>XM_707841.2,CAALFM_C204440WA
3357,>XM_707842.1,CAALFM_C204430WA
3359,>XM_707843.2,IFA4
3361,>XM_707844.2,CAALFM_C204410WA
3363,>XM_707846.1,CAALFM_C204400WA
3365,>XM_707847.1,CAALFM_C204390WA
3367,>XM_707848.1,CAALFM_C204380CA
3369,>XM_707849.1,CAALFM_C204370WA
3371,>XM_707850.1,CAALFM_C204360WA
3373,>XM_707851.2,SUV3
3375,>XM_707852.1,CAALFM_C204340CA
3377,>XM_707853.1,CAALFM_C204330CA
3379,>XM_707854.2,CAALFM_C102030CA
3381,>XM_707855.2,CAALFM_C102020WA
3383,>XM_707857.2,CAALFM_C102000WA
3385,>XM_707858.2,HSP30
3387,>XM_707859.2,HGT1
3389,>XM_707860.1,CAALFM_C101950CA
3391,>XM_707861.1,CAALFM_C101940CA
3393,>XM_707863.2,ROA1
3395,>XM_707864.2,CAALFM_C101910WA
3397,>XM_707865.2,CAALFM_C101900CA
3399,>XM_707866.2,CAALFM_C101890CA
3401,>XM_707867.2,PTR3
3403,>XM_707868.2,CYS4
3405,>XM_707869.2,CAALFM_C101860WA
3407,>XM_707870.1,CAALFM_C101850CA
3409,>XM_707871.2,CAALFM_C101840CA
3411,>XM_707872.2,UBC8
3413,>XM_707874.2,CAALFM_C101820CA
3415,>XM_707875.1,UGA2
3417,>XM_707876.1,CAALFM_C101800WA
3419,>XM_707878.2,HOL4
3421,>XM_707880.1,MAK32
3423,>XM_707881.2,FGR38
3425,>XM_707882.2,CAALFM_C101750WA
3427,>XM_707883.2,CTN1
3429,>XM_707913.2,CAALFM_C111800CA
3431,>XM_707914.2,CAALFM_C111790WA
3433,>XM_707915.2,CAALFM_C111770CA
3435,>XM_707916.2,CAALFM_C111760CA
3437,>XM_707918.2,AVT4
3439,>XM_707919.1,CAALFM_C111740WA
3441,>XM_707920.2,CAALFM_C111730WA
3443,>XM_707921.2,CAALFM_C111720WA
3445,>XM_707922.2,CAALFM_C111710CA
3447,>XM_707923.2,MRF1
3449,>XM_707924.2,CAALFM_C111690WA
3451,>XM_707926.2,CAALFM_C111670WA
3453,>XM_707927.2,GAD1
3455,>XM_707928.1,EGD1
3457,>XM_707929.2,DPP2
3459,>XM_707930.1,FUS1
3461,>XM_707932.1,CAALFM_C111620WA
3463,>XM_707933.2,CAALFM_C111610CA
3465,>XM_707934.2,CAALFM_C111600WA
3467,>XM_707935.2,PLD1
3469,>XM_707936.2,CAALFM_C111580WA
3471,>XM_707937.2,CAALFM_C111560CA
3473,>XM_707938.2,GAR1
3475,>XM_707940.2,CAALFM_C111530CA
3477,>XM_707941.2,ZCF3
3479,>XM_707942.2,CAALFM_C111510CA
3481,>XM_707943.1,ARO7
3483,>XM_707944.2,BTA1
3485,>XM_707945.2,PHO84
3487,>XM_707978.2,CAALFM_CR06550CA
3489,>XM_707979.2,KIP1
3491,>XM_707980.1,CAALFM_CR06530WA
3493,>XM_707981.1,CAALFM_CR06520CA
3495,>XM_707982.1,CAALFM_CR06510WA
3497,>XM_707983.2,CAALFM_CR06500CA
3499,>XM_707984.2,HSP60
3501,>XM_707985.2,RRN11
3503,>XM_707986.2,CAALFM_CR06470WA
3505,>XM_707987.2,GST3
3507,>XM_707988.2,CAALFM_CR06450WA
3509,>XM_707989.2,BCR1
3511,>XM_707991.1,CAALFM_CR06430WA
3513,>XM_707992.1,PPZ1
3515,>XM_707994.2,TSC11
3517,>XM_707996.2,CAALFM_CR07190WA
3519,>XM_707997.2,EMP46
3521,>XM_707998.2,CAALFM_CR07170WA
3523,>XM_708025.1,CAALFM_C207640WA
3525,>XM_708026.1,CAALFM_C207630CA
3527,>XM_708027.2,CAALFM_C207620WA
3529,>XM_708028.1,CAALFM_C207610CA
3531,>XM_708029.2,MSC7
3533,>XM_708030.1,VMA10
3535,>XM_708031.2,CAALFM_C207580WA
3537,>XM_708032.2,RNR22
3539,>XM_708035.2,SWR1
3541,>XM_708036.1,CAALFM_C207550WA
3543,>XM_708037.1,CAALFM_C207540WA
3545,>XM_708040.2,CAALFM_C207520CA
3547,>XM_708041.2,CAALFM_C207510WA
3549,>XM_708042.2,MED4
3551,>XM_708044.1,HEM15
3553,>XM_708045.2,LPT1
3555,>XM_708047.2,YCS4
3557,>XM_708049.2,TAF4
3559,>XM_708050.1,RCL1
3561,>XM_708051.2,CAALFM_C207440CA
3563,>XM_708052.2,CAALFM_C207430CA
3565,>XM_708053.2,CAALFM_C207420WA
3567,>XM_708054.1,CAALFM_C207410WA
3569,>XM_708055.1,APR1
3571,>XM_708057.2,CAALFM_C207390CA
3573,>XM_708060.2,SSC1
3575,>XM_708061.1,CAALFM_C207370WA
3577,>XM_708064.1,CAALFM_C207360WA
3579,>XM_708065.2,MCM3
3581,>XM_708066.2,NOC4
3583,>XM_708116.2,CAALFM_CR03440WA
3585,>XM_708118.1,CAALFM_CR03430WA
3587,>XM_708121.1,CAALFM_CR03410WA
3589,>XM_708122.2,CAALFM_CR03400WA
3591,>XM_708123.2,YKU80
3593,>XM_708124.2,MTG1
3595,>XM_708125.2,KTI12
3597,>XM_708126.2,CAALFM_CR03360WA
3599,>XM_708127.1,CAALFM_CR03350CA
3601,>XM_708129.1,CAALFM_CR03340CA
3603,>XM_708131.2,CAALFM_CR03330WA
3605,>XM_708132.2,CAALFM_CR03320CA
3607,>XM_708134.2,CAALFM_CR03300CA
3609,>XM_708135.1,IME2
3611,>XM_708136.2,IFR2
3613,>XM_708137.2,CAALFM_CR03270WA
3615,>XM_708138.1,CAALFM_CR03250CA
3617,>XM_708139.2,CAALFM_CR03240CA
3619,>XM_708140.1,CAALFM_CR03230WA
3621,>XM_708141.2,CAALFM_CR03220CA
3623,>XM_708142.2,SSU72
3625,>XM_708144.2,CAALFM_CR03200CA
3627,>XM_708146.2,CAALFM_CR03180WA
3629,>XM_708147.1,DPS1-1
3631,>XM_708148.1,CAALFM_CR03160WA
3633,>XM_708150.2,SYS3
3635,>XM_708151.2,SYN8
3637,>XM_708152.2,CAALFM_CR03130WA
3639,>XM_708154.1,CAALFM_CR03120WA
3641,>XM_708155.2,CAALFM_CR03110WA
3643,>XM_708157.2,SMC5
3645,>XM_708158.2,CAALFM_CR03080CA
3647,>XM_708159.2,CAALFM_CR03070WA
3649,>XM_708162.2,ARC1
3651,>XM_708165.2,HGT18
3653,>XM_708221.2,CAALFM_C400100CA
3655,>XM_708222.2,FRP1
3657,>XM_708223.1,PGA7
3659,>XM_708224.2,RBT5
3661,>XM_708227.2,HIS4
3663,>XM_708228.2,PEX5
3665,>XM_708229.2,CAR2
3667,>XM_708230.1,CAALFM_C400170WA
3669,>XM_708231.2,ECM7
3671,>XM_708232.1,CAALFM_C400190WA
3673,>XM_708233.2,MET15
3675,>XM_708234.1,CAALFM_C400210WA
3677,>XM_708236.1,CAALFM_C400230WA
3679,>XM_708237.1,CAALFM_C400250WA
3681,>XM_708238.1,PRO3
3683,>XM_708239.2,CAALFM_C400260WA
3685,>XM_708245.2,SWI1
3687,>XM_708246.1,MNN10
3689,>XM_708249.2,PTC7
3691,>XM_708250.1,PEP7
3693,>XM_708251.1,RCH1
3695,>XM_708252.2,HOF1
3697,>XM_708253.2,CAALFM_C400380WA
3699,>XM_708254.2,CAALFM_C400390WA
3701,>XM_708255.2,MNR2
3703,>XM_708257.1,CAALFM_C400410WA
3705,>XM_708259.2,CAALFM_C400420CA
3707,>XM_708260.1,MEP2
3709,>XM_708261.2,OPT7
3711,>XM_708262.2,PGA10
3713,>XM_708263.2,CAALFM_C400460CA
3715,>XM_708264.1,CAALFM_C400470CA
3717,>XM_708265.1,DUR4
3719,>XM_708266.2,CAALFM_C400490WA
3721,>XM_708316.1,CAALFM_CR02460WA
3723,>XM_708317.2,CAALFM_CR02440WA
3725,>XM_708318.2,CAALFM_CR02430CA
3727,>XM_708320.2,CAALFM_CR02420WA
3729,>XM_708322.2,CAALFM_CR02410WA
3731,>XM_708323.2,PHO112
3733,>XM_708324.2,CAALFM_CR02390WA
3735,>XM_708325.2,CAALFM_CR02380CA
3737,>XM_708327.2,ERG25
3739,>XM_708328.2,IDP2
3741,>XM_708329.2,GEF2
3743,>XM_708331.1,KAR4
3745,>XM_708332.2,CAALFM_CR02300CA
3747,>XM_708333.1,PGA22
3749,>XM_708335.2,PGA23
3751,>XM_708337.1,CAALFM_CR02270CA
3753,>XM_708338.2,CAALFM_CR02260CA
3755,>XM_708339.2,CEX1
3757,>XM_708341.1,OPT2
3759,>XM_708344.2,OPT3
3761,>XM_708346.2,CAALFM_CR02210WA
3763,>XM_708347.2,RAD51
3765,>XM_708348.2,SEF1
3767,>XM_708349.2,PHO113
3769,>XM_708386.2,CAALFM_CR06010WA
3771,>XM_708389.2,CAALFM_CR06020WA
3773,>XM_708390.2,CAALFM_CR06030CA
3775,>XM_708391.2,CAALFM_CR06040WA
3777,>XM_708393.1,CDC28
3779,>XM_708395.2,CAALFM_CR06070WA
3781,>XM_708396.2,SIS1
3783,>XM_708397.2,CAALFM_CR06100CA
3785,>XM_708399.2,RFX1
3787,>XM_708401.1,CAALFM_CR06140WA
3789,>XM_708402.1,ADE13
3791,>XM_708403.1,DAD3
3793,>XM_708404.1,CAALFM_CR06170WA
3795,>XM_708405.1,ARC40
3797,>XM_708406.2,CAALFM_CR06230WA
3799,>XM_708408.2,ZCF19
3801,>XM_708409.2,CAALFM_CR06250WA
3803,>XM_708410.2,CAALFM_CR06260WA
3805,>XM_708411.1,CAALFM_CR06270WA
3807,>XM_708413.2,CAALFM_CR06290CA
3809,>XM_708416.2,FGR50
3811,>XM_708417.2,CAALFM_CR06310WA
3813,>XM_708418.2,CAALFM_CR06320CA
3815,>XM_708419.1,CAALFM_CR06330CA
3817,>XM_708420.1,PGI1
3819,>XM_708421.2,EMP24
3821,>XM_708422.2,CAALFM_CR07600WA
3823,>XM_708466.2,RPM2
3825,>XM_708467.1,CAALFM_C104940CA
3827,>XM_708468.1,CAALFM_C104930CA
3829,>XM_708469.2,CAALFM_C104910CA
3831,>XM_708470.2,MNN15
3833,>XM_708471.2,YBN5
3835,>XM_708472.1,MRPL37
3837,>XM_708473.2,SAP7
3839,>XM_708474.1,CAALFM_C104860WA
3841,>XM_708475.2,CAALFM_C104840CA
3843,>XM_708476.2,SEC21
3845,>XM_708477.1,CAALFM_C104820CA
3847,>XM_708478.2,TCO89
3849,>XM_708479.2,CAALFM_C104800CA
3851,>XM_708480.2,CAALFM_C104790WA
3853,>XM_708482.2,CAALFM_C104780CA
3855,>XM_708484.2,ERG3
3857,>XM_708485.2,SYG1
3859,>XM_708486.2,IFE1
3861,>XM_708488.2,LPG20
3863,>XM_708489.2,LYS21
3865,>XM_708490.2,CAALFM_C104710CA
3867,>XM_708492.2,CAALFM_C104700CA
3869,>XM_708493.2,CAALFM_C104690CA
3871,>XM_708495.2,PIL1
3873,>XM_708496.2,HAT1
3875,>XM_708497.2,2
3877,>XM_708498.2,DUR3
3879,>XM_708499.2,CAALFM_C104640WA
3881,>XM_708500.2,CAALFM_C104630CA
3883,>XM_708538.2,CAALFM_C103830CA
3885,>XM_708539.2,PDR16
3887,>XM_708540.2,ELA1
3889,>XM_708541.1,RPP1
3891,>XM_708542.1,CAALFM_C103790CA
3893,>XM_708543.2,HMG1
3895,>XM_708545.1,STR2
3897,>XM_708546.1,CAALFM_C103750WA
3899,>XM_708547.2,WAR1
3901,>XM_708548.2,MNS1
3903,>XM_708550.2,IFI3
3905,>XM_708552.1,MAD2
3907,>XM_708553.2,CAALFM_C104090CA
3909,>XM_708554.2,POR1
3911,>XM_708555.2,CAALFM_C104110WA
3913,>XM_708557.1,CAALFM_C104120CA
3915,>XM_708558.2,ERB1
3917,>XM_708559.2,IFD6
3919,>XM_708560.1,CAALFM_C104150CA
3921,>XM_708561.2,CAALFM_C104160CA
3923,>XM_708562.1,HTA2
3925,>XM_708563.1,CAALFM_C104180WA
3927,>XM_708564.2,CAALFM_C104190CA
3929,>XM_708565.2,CAALFM_C104200CA
3931,>XM_708568.2,CAALFM_C104220CA
3933,>XM_708570.1,HHF1
3935,>XM_708572.1,HHT21
3937,>XM_708573.2,CAALFM_C104270CA
3939,>XM_708574.1,CAALFM_C104280CA
3941,>XM_708576.2,SSA2
3943,>XM_708577.1,GIG1
3945,>XM_708578.1,GPM2
3947,>XM_708580.2,RPN4
3949,>XM_708581.2,CAALFM_C104340CA
3951,>XM_708662.2,CAALFM_C102040CA
3953,>XM_708664.2,PHO91
3955,>XM_708665.2,HSP31
3957,>XM_708666.2,SET6
3959,>XM_708667.2,CAALFM_C102090CA
3961,>XM_708668.2,CAALFM_C102100WA
3963,>XM_708669.2,HGT2
3965,>XM_708670.1,SHA3
3967,>XM_708671.2,GAL1
3969,>XM_708673.2,GAL10
3971,>XM_708674.1,CAALFM_C102160WA
3973,>XM_708675.1,GAL102
3975,>XM_708676.2,GAL7
3977,>XM_708677.1,ABP140
3979,>XM_708678.2,CAALFM_C102200CA
3981,>XM_708679.2,CAALFM_C102210WA
3983,>XM_708680.2,CAALFM_C102220CA
3985,>XM_708681.2,SEP7
3987,>XM_708682.1,CAALFM_C102240WA
3989,>XM_708683.2,CWH8
3991,>XM_708684.2,AGE3
3993,>XM_708685.2,CAALFM_C102270CA
3995,>XM_708686.2,PSY2
3997,>XM_708687.2,CAALFM_C102290CA
3999,>XM_708688.1,CAALFM_C102300WA
4001,>XM_708689.1,CAALFM_C102310CA
4003,>XM_708691.2,CAALFM_C102320CA
4005,>XM_708692.1,TIM21
4007,>XM_708694.2,PGA5
4009,>XM_708695.2,CAALFM_C102370CA
4011,>XM_708697.2,DPP1
4013,>XM_708698.2,SAM2
4015,>XM_708699.2,GIN1
4017,>XM_708701.2,CAALFM_C111430WA
4019,>XM_708702.2,KRR1
4021,>XM_708703.2,GIN4
4023,>XM_708704.1,CAALFM_C111390WA
4025,>XM_708705.2,NEP1
4027,>XM_708707.2,CAALFM_C111370CA
4029,>XM_708708.2,TOS4
4031,>XM_708709.2,PRM1
4033,>XM_708710.1,SMT3
4035,>XM_708711.2,PSP1
4037,>XM_708712.2,CAALFM_C111300CA
4039,>XM_708713.1,CAALFM_C111290WA
4041,>XM_708714.1,CAALFM_C111280WA
4043,>XM_708715.2,CAALFM_C111270WA
4045,>XM_708716.1,CAALFM_C111250WA
4047,>XM_708717.2,CHO1
4049,>XM_708719.2,FGR39
4051,>XM_708720.1,TIM50
4053,>XM_708721.1,HAP43
4055,>XM_708724.2,CAALFM_C601920CA
4057,>XM_708725.2,YHM1
4059,>XM_708726.1,CAALFM_C601950CA
4061,>XM_708727.2,CAALFM_C601960WA
4063,>XM_708728.1,CAALFM_C601980CA
4065,>XM_708729.2,PLB1
4067,>XM_708730.2,PLB2
4069,>XM_708731.2,GPD2
4071,>XM_708776.2,CAALFM_C107440WA
4073,>XM_708777.1,PHO100
4075,>XM_708778.2,PEX3
4077,>XM_708779.2,SKP1
4079,>XM_708780.1,CAALFM_C107400CA
4081,>XM_708782.2,CAALFM_C107390WA
4083,>XM_708783.2,KSP1
4085,>XM_708784.2,CPH1
4087,>XM_708786.2,CAALFM_C107360WA
4089,>XM_708787.2,GPX3
4091,>XM_708789.2,RME1
4093,>XM_708791.1,SEC34
4095,>XM_708792.1,CAALFM_C107260CA
4097,>XM_708793.2,ALG9
4099,>XM_708794.1,YPD1
4101,>XM_708795.1,PHO15
4103,>XM_708796.1,CAALFM_C107220WA
4105,>XM_708797.2,CAALFM_C107210CA
4107,>XM_708798.1,YMC1
4109,>XM_708799.2,SOG2
4111,>XM_708800.1,CCS1
4113,>XM_708801.1,ZCF23
4115,>XM_708802.1,RIA1
4117,>XM_708806.2,CAALFM_C107130CA
4119,>XM_708807.2,GAP4
4121,>XM_708808.2,CAALFM_C111200WA
4123,>XM_708809.2,ARL3
4125,>XM_708810.2,WBP1
4127,>XM_708811.2,CAALFM_C111160CA
4129,>XM_708814.2,CAALFM_C111140WA
4131,>XM_708815.1,FGR16
4133,>XM_708816.2,CAALFM_C111120CA
4135,>XM_708817.2,CAALFM_C111110CA
4137,>XM_708818.1,CAALFM_C111100WA
4139,>XM_708819.2,CAALFM_C111090CA
4141,>XM_708820.1,CAALFM_C111080WA
4143,>XM_708821.2,PET127
4145,>XM_708824.2,CAALFM_C111020WA
4147,>XM_708825.2,CAALFM_C111010CA
4149,>XM_708826.1,CAALFM_C111000CA
4151,>XM_708827.2,RTG3
4153,>XM_708829.2,CAALFM_C110980WA
4155,>XM_708831.2,CAALFM_C110970WA
4157,>XM_708832.1,CAALFM_C110950CA
4159,>XM_708836.2,UBA4
4161,>XM_708837.2,CAALFM_C110920WA
4163,>XM_708838.1,CAALFM_C110910CA
4165,>XM_708840.2,CAALFM_C110890CA
4167,>XM_708842.2,CAALFM_C110880WA
4169,>XM_708843.2,ADA2
4171,>XM_708844.2,CAALFM_C110850WA
4173,>XM_708845.2,CAALFM_C110840CA
4175,>XM_708846.2,BIG1
4177,>XM_708847.1,CAALFM_C110820CA
4179,>XM_708848.1,CAALFM_C110810WA
4181,>XM_708849.2,ALP1
4183,>XM_708852.1,CDC48
4185,>XM_708853.1,HNT1
4187,>XM_708854.2,SFT2
4189,>XM_708855.2,VPS23
4191,>XM_708856.2,ASR1
4193,>XM_708858.2,CAALFM_C110730WA
4195,>XM_708859.2,MNN2
4197,>XM_708861.2,CAALFM_C110710CA
4199,>XM_708862.2,NIT3
4201,>XM_708863.1,CAALFM_C110690WA
4203,>XM_709107.2,SPE2
4205,>XM_709108.2,IFF8
4207,>XM_709110.2,HYR3
4209,>XM_709111.1,CTF8
4211,>XM_709112.2,CAALFM_C500750CA
4213,>XM_709113.2,CAALFM_C500760WA
4215,>XM_709114.2,FOL1
4217,>XM_709115.2,CAALFM_C500780CA
4219,>XM_709116.2,CAALFM_C500790CA
4221,>XM_709117.2,CAALFM_C500800CA
4223,>XM_709118.2,CAALFM_C500810CA
4225,>XM_709119.1,CAALFM_C500820WA
4227,>XM_709120.2,ERV46
4229,>XM_709121.1,CAALFM_C500840WA
4231,>XM_709122.1,CAALFM_C500850CA
4233,>XM_709123.1,VPS21
4235,>XM_709124.2,CAALFM_CR08050CA
4237,>XM_709126.2,CAALFM_CR08040WA
4239,>XM_709127.2,FGR32
4241,>XM_709131.2,CAALFM_CR08000CA
4243,>XM_709134.2,TRK1
4245,>XM_709137.1,IMP4
4247,>XM_709138.2,CAALFM_CR07940WA
4249,>XM_709140.2,CAALFM_CR07920WA
4251,>XM_709141.2,CAALFM_CR07910CA
4253,>XM_709144.2,EFG1
4255,>XM_709145.1,CAALFM_CR07870WA
4257,>XM_709147.2,CAALFM_C209070CA
4259,>XM_709149.1,CAALFM_C209100CA
4261,>XM_709150.1,CAALFM_C209110CA
4263,>XM_709153.2,IFF6
4265,>XM_709154.2,MET10
4267,>XM_709155.2,MIT1
4269,>XM_709156.2,CAALFM_C209160WA
4271,>XM_709157.1,SLP2
4273,>XM_709158.1,CAALFM_C209180WA
4275,>XM_709160.2,DDR48
4277,>XM_709162.1,KIS1
4279,>XM_709163.1,CAALFM_C209240CA
4281,>XM_709164.1,CAALFM_C209250WA
4283,>XM_709166.2,GLO2
4285,>XM_709167.2,SGT1
4287,>XM_709168.1,CAALFM_C209280CA
4289,>XM_709169.1,MED18
4291,>XM_709170.1,CAALFM_C209310CA
4293,>XM_709171.2,PES1
4295,>XM_709172.2,CAALFM_C209330CA
4297,>XM_709173.1,CAALFM_C209340WA
4299,>XM_709174.2,TAZ1
4301,>XM_709175.1,CAALFM_C209360WA
4303,>XM_709177.2,ECM17
4305,>XM_709178.2,KAR3
4307,>XM_709179.1,CAALFM_C206160WA
4309,>XM_709180.1,RPN10
4311,>XM_709182.2,CAALFM_C206140CA
4313,>XM_709183.1,CSM3
4315,>XM_709184.1,CAALFM_C206120CA
4317,>XM_709185.1,CAALFM_C206110WA
4319,>XM_709187.2,PMT4
4321,>XM_709188.2,CAALFM_C206090WA
4323,>XM_709189.2,CAALFM_C206080CA
4325,>XM_709191.2,FAA2-1
4327,>XM_709193.2,CAALFM_C206040CA
4329,>XM_709194.2,CAALFM_C206030WA
4331,>XM_709195.1,CNT
4333,>XM_709196.2,SPO72
4335,>XM_709197.2,LAS1
